review_title,review_text,rating,review_date,reviewer_name,product_id,product_name,WSID,Store name
Quali-C (please just use my initials (S. M. ) for this review),Don't waste your time with any other lower quality vitamin C products. I previously used a European sourced vitamin C product and It made my nose stuffy. This Quali-C product doesn't. Someone who really knew their stuff recommended this product to me. Best vitamin C product on the market.,5,2021-10-09T19:01:36.000Z,s m,10142,vitamin c quali c by dsm,1eqwkmhcf9qec,lifegivingstore
Repair from COVID,I sent this to my son to help him recover from severe COVID which reached his lungs.  He said this grass fed beef lung made a significant difference in his healing - he could feel the difference after a week and has continued to heal.  Highly reccomend.,5,2021-10-08T21:22:52.000Z,Holly C,10244,grass fed beef lung,1eqwkmhcf9qec,lifegivingstore
"No issues, works good","I’ve had no problems with my lungs since taking them, works good",5,2021-10-08T13:24:38.000Z,Adrian Edwards,10244,grass fed beef lung,1eqwkmhcf9qec,lifegivingstore
I love this stuff!,"I use Life Giving as an addition to my NDT supplement I take first thing in the morning. No fillers, one scoop on lunch and one on dinner keeps my thyroid hormone levels even all day. Works really well for me!",5,2021-10-06T21:39:58.000Z,Kaye Grassman,10210,grass fed beef thyroid natural desiccated thyroid ndt,1eqwkmhcf9qec,lifegivingstore
As advertised,"Easy to use, easy to read, easy to calibrate. The tip on not taring the bowl when measuring very small amounts was very helpful.",5,2021-10-06T16:24:37.000Z,Sarah Windland,10258,precision digital gemini 20 scale,1eqwkmhcf9qec,lifegivingstore
Ox bile,Early days yet but still good,5,2021-10-05T00:19:20.000Z,Jason Hoddinott To Do The First,16524,grass fed gallbladder ox bile,1eqwkmhcf9qec,lifegivingstore
Wonderful product!,"I used Synthroid for about a week until this came. I switched to it immediately and did not feel any repercussions at all. I had felt awful just before starting the Synthroid so I was expecting to experience that again as I adjusted to this NDT, but that wasn't the case. Over the past month I have upped my dose twice as I am giving my body time to adjust to it, but it works great and I'm so thankful to find something natural, not from pigs, and that I don't need a prescription for. Thank you so much for offering this product. Will definitely be ordering more.",5,2021-10-03T17:37:39.000Z,Marti Putnam,10210,grass fed beef thyroid natural desiccated thyroid ndt,1eqwkmhcf9qec,lifegivingstore
Loving Prostate,I really like LGS products because I can take exactly what I want without it being mixed with other glandulars or organs,5,2021-10-01T19:11:30.000Z,Jeffrey MacDowell,10234,grass fed beef prostate glandular,1eqwkmhcf9qec,lifegivingstore
Great purchase. Very good quality and fast shipping,Ordered the vitamins and got them quick. Now enjoy the quality and effectiveness of all. Thank you to all who took care or it.,5,2021-09-30T00:44:37.000Z,peter vlasov,10142,vitamin c quali c by dsm,1eqwkmhcf9qec,lifegivingstore
Sincerely working,Tired other supplements with mediocre results- this is creating heat in my body- just ordered again. Love the company!  Just wish there was a subscribe and save option so I could have savings and have this on autopilot for life.,5,2021-09-25T21:21:25.000Z,Kathleen Yonce,10210,grass fed beef thyroid natural desiccated thyroid ndt,1eqwkmhcf9qec,lifegivingstore
Excellent Cocoa Butter,What fantastic tasting cocoa butter! It is easy to cook with and weigh. Great purchase!,5,2021-09-24T20:21:51.000Z,Lisa Ferraro,10372,Cocoa Butter - Organic &amp; Fair Trade Certified,1eqwkmhcf9qec,lifegivingstore
,Grass Fed Beef Thyroid - Natural Desiccated Thyroid Supplement - NDT,5,2021-09-24T13:26:00.000Z,Lisa Nelles,10210,grass fed beef thyroid natural desiccated thyroid ndt,1eqwkmhcf9qec,lifegivingstore
something good is happening,"I originally was apt to think this metadichol was a gimmick, but I can't deny that subtle things are happening for the better.  I am not saying it has cured all my ills, yet, but I noticed that small pains, allergies, etc. are less.  Before I judge this product completely, I want to at least do 90 days to see if this is a fluke, or if the good changes continue.  It's hard to describe, but there is a more a feeling of normalcy, but I have to make sure it is the Nano Soma, and not placebo effect.",4,2021-09-24T12:44:11.000Z,David Clark,18421,nano soma,1eqwkmhcf9qec,lifegivingstore
,Grass Fed Beef Thyroid - Natural Desiccated Thyroid Supplement - NDT,5,2021-09-24T05:26:55.000Z,Paloma Martínez-Matías,10210,grass fed beef thyroid natural desiccated thyroid ndt,1eqwkmhcf9qec,lifegivingstore
Never been more excited to eat testicles in my life!,Great product! Fast shipping! I use it to help my gains and super boost my male health! The Wife never complains! Love the store! Thanks!,5,2021-09-23T02:31:40.000Z,Aaron W,10230,grass fed beef bull testicle supplement,1eqwkmhcf9qec,lifegivingstore
Wow,It really works ,5,2021-09-23T00:52:03.000Z,Jerry Nichols,10230,grass fed beef bull testicle supplement,1eqwkmhcf9qec,lifegivingstore
Great,I have really like the Nano Soma and I think it has helped me to have more energy!  I also believe it’s good for my immune system.,5,2021-09-21T01:42:21.000Z,Shirley Wright,18421,nano soma,1eqwkmhcf9qec,lifegivingstore
Amazing product,"My temperature is up with this product, huzzah!",5,2021-09-16T01:36:40.000Z,Bita Hunt,10210,grass fed beef thyroid natural desiccated thyroid ndt,1eqwkmhcf9qec,lifegivingstore
Thyroid Support,Thanks,5,2021-09-15T01:48:00.000Z,Charles Miles,10210,grass fed beef thyroid natural desiccated thyroid ndt,1eqwkmhcf9qec,lifegivingstore
I've reorderd. ..,"I've been using for about a month and have to say how pleased I am. Weight gain stopped, mood improved, hair loss stopped, sleep improved. Overall my feeling of well being is so improved those close to me have taken notice. I won't test levels for a while, but frankly I expect no surprises. Thank you LGS from the bottom of my heart. .. .I'm getting teary writing this <3",5,2021-09-15T00:27:13.000Z,TC,10210,grass fed beef thyroid natural desiccated thyroid ndt,1eqwkmhcf9qec,lifegivingstore
Gallbladder & Ox Bile,Works great! I have zero complaints and my stomach no longer feels like it has rock sitting in it after meals. Will definitely be ordering this product again!,5,2021-09-14T09:22:01.000Z,Christy ,16524,grass fed gallbladder ox bile,1eqwkmhcf9qec,lifegivingstore
,Grass Fed Beef Bull Testicle Supplement - Orchidic,4,2021-09-12T13:39:47.000Z,Michael Laurent,10230,grass fed beef bull testicle supplement,1eqwkmhcf9qec,lifegivingstore
Great Product!,"I had a total thyroidectomy in 2012.  I have been using LGS Beef Thyroid NDT for about 6 months.  I wanted to wait until I had my thyroid panels tested before I left a review.

I had my FT4, TPO, and TSH tested and all were in the normal range.  Everyone is different but I take 4 scoops on M, W, F and 5 scoops on T, Th, Sa, Su. (3 to 4 hours between doses).  I also take it sublingually.

This product has been a life saver!  T4 only protocol didn’t work well for me so I started ordering NDT from overseas countries.  Lately the prices had gone up and it was hard to get so I thought I would Life Giving Store  NDT a try and it has been amazing!  It’s affordable and I can have it in a couple of days!",5,2021-09-11T00:12:16.000Z,Laura Stout,10210,grass fed beef thyroid natural desiccated thyroid ndt,1eqwkmhcf9qec,lifegivingstore
Daily use,"I use the scale daily to measure my dose. I really appreciate being able to increase in very small increments. I have no complaints other than the instructions that came with it were not very useful. That's why I gave 4 stars, otherwise the scale is 5-star worthy.",4,2021-09-10T01:18:08.000Z,TC,10258,precision digital gemini 20 scale,1eqwkmhcf9qec,lifegivingstore
Desiccated Thyroid Supplement,"I feel great! have energy! Had to lower my dose, taking to much and was having a hard time sleeping. Awaiting blood work to actually see how its working. I am happy I am not on pharmaceuticals.",5,2021-09-09T14:26:28.000Z,Diolinda Roybal,10210,Grass Fed Beef Thyroid - Natural Desiccated Thyroid Supplement - NDT,1eqwkmhcf9qec,lifegivingstore
Thanks,Excellent product. Outstanding service,5,2021-09-09T07:08:41.000Z,Marc Shapiro,10123,cascara sagrada,1eqwkmhcf9qec,lifegivingstore
Life Giving NDT,I love Life Giving dessicated thyroid. It is nice to use a tiny scoop instead of taking a pill and I like that it has no fillers. Great product and I am feeling very good on it! I am hypothyroid and was on levoxyl for 20 years. This works for me much better. Thank you!,5,2021-09-09T01:40:53.000Z,Kathy Nohmer,10210,grass fed beef thyroid natural desiccated thyroid ndt,1eqwkmhcf9qec,lifegivingstore
I used alongside Progest-e,"I did not feel much at first, like I did with Bovine Kidney, and even Bovine Prostate. However, once I put a couple drops of Progesterone in the Adrenal capsule, I felt awake and alert. I think this is great to replenish the adrenals.",5,2021-09-08T04:18:24.000Z,Christopher Failla,10208,grass fed beef adrenal glandular,1eqwkmhcf9qec,lifegivingstore
So moisturizing!,"I love this soap!  My skin is so soft, I will be buying more!",5,2021-09-02T21:00:30.000Z,Bita Hunt,10222,Cholesterol Soap,1eqwkmhcf9qec,lifegivingstore
Works!,Works as advertised!,5,2021-08-30T16:40:27.000Z,Rick Trussell,10208,grass fed beef adrenal glandular,1eqwkmhcf9qec,lifegivingstore
Great,I’m really liking this thyroid.  It’s grass fed and so much cleaner than the pharmaceuticals that you really can’t trust. I’ve slowly weaned off my prescription and on to this and I feel great!  Thank you!!,5,2021-08-29T00:53:35.000Z,Paula S. ,10210,grass fed beef thyroid natural desiccated thyroid ndt,1eqwkmhcf9qec,lifegivingstore
Great,Super taste and mixes in liquids without clumping!,5,2021-08-24T00:45:11.000Z,Paula S. ,10268,glycine powder usp grade,1eqwkmhcf9qec,lifegivingstore
Desiccated Thyroid Suppletment,I am still experimenting with this supplement.  I like it and feel a real difference.  I had tried iodine in the past but felt very funny when I took it.  This seems to help with appetite and brain fog.,5,2021-08-23T19:57:04.000Z,Monica O.,10210,grass fed beef thyroid natural desiccated thyroid ndt,1eqwkmhcf9qec,lifegivingstore
Amazing energy!,"Being in my 50's energy was starting to go in the afternoon.  As suggested by an ND, I started taking a pill in the morning loved it so much my husband started as well and he is hooked!  Thank you for making this product!",5,2021-08-23T15:40:13.000Z,Lynette Hammon,10208,grass fed beef adrenal glandular,1eqwkmhcf9qec,lifegivingstore
,Grass Fed Beef Prostate,5,2021-08-22T00:07:40.000Z,Herb Haddon,10234,grass fed beef prostate glandular,1eqwkmhcf9qec,lifegivingstore
Great product,It helps with energy.,5,2021-08-19T15:07:57.000Z,Christine Loomis,10208,grass fed beef adrenal glandular,1eqwkmhcf9qec,lifegivingstore
,This is a great product.  I give it 5 out of 5 stars.  I am 74 and I feel like I am 50 years old.,5,2021-08-18T14:07:49.000Z,Roosevelt eady,18421,Nano Soma,1eqwkmhcf9qec,lifegivingstore
Smells amazing,Incredible quality.,5,2021-08-14T09:53:30.000Z,Christine Loomis,10304,chamomile organic,1eqwkmhcf9qec,lifegivingstore
My Head No Longer Peels After Shaving With This Soap,"Since using this soap for shaving my head, I no longer have any peeling! Amazing!",5,2021-08-11T17:31:56.000Z,Evan Levy,10344,homemade soap blend 2,1eqwkmhcf9qec,lifegivingstore
,This stuff will make your biceps grow biceps,5,2021-08-09T19:13:51.000Z,Austen Hammon,10230,grass fed beef bull testicle supplement,1eqwkmhcf9qec,lifegivingstore
"Can’t tell anything, need to have thyroid tests to know if it’s meeting my body’s needs",Can’t tell anything,5,2021-08-08T16:49:16.000Z,Barbara Rase,10210,grass fed beef thyroid natural desiccated thyroid ndt,1eqwkmhcf9qec,lifegivingstore
It really works!,"After years of hearing my thyroid reading is way too low by Doctors I thought I’d try going natural instead of meds. It really does work, my Dr now says my reading is perfect. I take it with honey every morning & love it.",5,2021-08-06T11:21:57.000Z,Dianne Griffin,10210,grass fed beef thyroid natural desiccated thyroid ndt,1eqwkmhcf9qec,lifegivingstore
Amazing,Infinitely better than mass produced corporate pseudo supplements,5,2021-08-06T02:35:22.000Z,Levi Frakes,14085,grass fed beef multi organ mix,1eqwkmhcf9qec,lifegivingstore
Lab work numbers look really good.,It looks like it is working. My Lab work numbers indicate I am taking a little more than I need. I may have to decrease my dose a little--probably should buy a scale to be more accurate.  Currently I just eyeball 3 scoops which loosely fills a 1/4 teaspoon.  I used to take 75mg Armour or 150mg Thyrogold.  Pleased to have found a reliable source since Thyrogold is unavailable!,5,2021-08-06T01:48:54.000Z,Rose N.,10210,grass fed beef thyroid natural desiccated thyroid ndt,1eqwkmhcf9qec,lifegivingstore
Breathing Easier,"This thymus works really well. I can breathe noticeably better when I take it. I have noticed increased energy as well, as others have noted, so I only take it in the morning to avoid problems with sleeping at night. I was previously taking Ancestral Supplements Thymus, which also worked great and helped with throat clearing more than this one, but that is half liver and I can't tolerate that much liver for some reason. I appreciate that this one is pure thymus.",5,2021-08-04T01:12:06.000Z,Ben Dotte,10256,grass fed lamb thymus glandular,1eqwkmhcf9qec,lifegivingstore
,To sun to tell,5,2021-08-03T14:24:55.000Z,Elida Stephenson,10210,grass fed beef thyroid natural desiccated thyroid ndt,1eqwkmhcf9qec,lifegivingstore
A product u can trust!,"I been taking the grass fed prostate now for a month. I wanted to just give it a try. As of now I am only taking 1 pill a day. Recommend dose is 2 but I am happy with just taking 1 pill to make it last longer. .

in my 40's.

I wanted to see if it will work for me and it did help with  1-2 less bathroom trips a night. I think it helped also with E. D symptoms.

Well worth it pure grass fed from New Zealand, targeted dose of prostate only , no liver. with no fillers or flow agents. Compared to ancestral, I will stick with life giving stores lower prices thank you for a wonderful product.",5,2021-08-03T03:41:02.000Z,Matt S.,10234,grass fed beef prostate glandular,1eqwkmhcf9qec,lifegivingstore
Bile increases thyroid,Excellent product. Very happy w it.,5,2021-07-31T00:12:04.000Z,Carolyn Osteen ,16524,grass fed gallbladder ox bile,1eqwkmhcf9qec,lifegivingstore
Best Bovine I’ve tried,"I’ve been taking 120 mg of LGS for 1 1/2 months, after trying Nutri-Meds, and Dr. Child’s. I feel better on this, less stomach bloating, more energy.  I may have to add alittle more since my hair continues to shed. But overall, I think this is a good clean product. Lab tests soon will determine if it helps.",5,2021-07-30T20:36:31.000Z,Marianne,10210,grass fed beef thyroid natural desiccated thyroid ndt,1eqwkmhcf9qec,lifegivingstore
,Excellent product,5,2021-07-30T00:29:23.000Z,Andrea Fish,10210,grass fed beef thyroid natural desiccated thyroid ndt,1eqwkmhcf9qec,lifegivingstore
Really Good Product,"I began taking NDT with forefront health's NDT; which was fine for about a year but their product can be inconsistent, occasionally making me feel weak or hyperthyroid. I switched to Life Giving Store NDT a couple months ago and it's remarkably better - the first night I took it, I felt an intense calm. My sleep and general outlook has been much improved since I switched.",5,2021-07-29T03:36:48.000Z,jason,10210,grass fed beef thyroid natural desiccated thyroid ndt,1eqwkmhcf9qec,lifegivingstore
,Grass Fed Beef Prostate,5,2021-07-28T21:25:02.000Z,brett hallock,10234,grass fed beef prostate glandular,1eqwkmhcf9qec,lifegivingstore
Great Substitute,"I had been using another supplement that is out of stock due to the pandemic. This has been a great substitute. I’m using 2.5 scoops and that seems to be working well for me. Need to check my levels soon to be sure of the exact amount I should be supplementing. I’m so grateful to not have to go back to using a prescription. I’m warm, sleeping well, and have plenty of energy.",5,2021-07-28T20:46:05.000Z,Mary S.,10210,grass fed beef thyroid natural desiccated thyroid ndt,1eqwkmhcf9qec,lifegivingstore
So far it seems to be helping,"I just started it 30 days ago but so far it definitely seems to be helping me a lot. I have more energy, less pain, less cramping, and my Gastroparesis is doing somewhat better also. I’m going to keep using it and see if it continues to improve my health.",5,2021-07-28T10:49:25.000Z,Kendra Chapman,10210,grass fed beef thyroid natural desiccated thyroid ndt,1eqwkmhcf9qec,lifegivingstore
Creamy & delicious,"This is THE best cocoa butter Ive ever had-melts easy & creamy! Great for the skin as well sometimes I run it over skin after a hot bath-such a nice smell leaving skin so soft! Excellent family owned biz too for I had a ton of questions re:different products via email before ordering! Each time I got an in depth response with in hours!
Highly rec ALL the products ordered-the powdered cocoa, Vit C, Collagen , Vit B & the thyroid support!",5,2021-07-28T02:02:30.000Z,Jenny ,10372,Cocoa Butter - Organic &amp; Fair Trade Certified,1eqwkmhcf9qec,lifegivingstore
Fast and Efficient Service,Thank you so much for your service. I love you product and would Lille to re order the nutritional yeast in s couple of weeks.,5,2021-07-28T00:58:15.000Z,Earl Malvini,10146,nutritional yeast flakes organic non fortified,1eqwkmhcf9qec,lifegivingstore
,Haven’t used it yet.  Need something to screw it into so I can use it.,5,2021-07-27T03:26:11.000Z,Sharon Throness,10169,"LGS11: Orange, Red, &amp; Infrared 620nm - 670nm - 760nm - 830nm",1eqwkmhcf9qec,lifegivingstore
,Best,5,2021-07-26T11:25:17.000Z,Ludvig Olofsson,10210,grass fed beef thyroid natural desiccated thyroid ndt,1eqwkmhcf9qec,lifegivingstore
,I was nauseous after taking them so I stopped.,5,2021-07-26T00:43:15.000Z,LINDA MCALORUM,10208,grass fed beef adrenal glandular,1eqwkmhcf9qec,lifegivingstore
Bovine,I am extremely happy with my purchase.,5,2021-07-21T11:17:37.000Z,Victoria scotting,10210,grass fed beef thyroid natural desiccated thyroid ndt,1eqwkmhcf9qec,lifegivingstore
Very easy to use,"Simple, compact, light weight, packaged well. A perfect companion for the all natural NDT. Measures the NDT out with little effort.",5,2021-07-20T02:25:23.000Z,Robert Covington,10258,precision digital gemini 20 scale,1eqwkmhcf9qec,lifegivingstore
,Grass Fed Beef Thyroid - Natural Desiccated Thyroid Supplement - NDT,5,2021-07-19T00:37:21.000Z,Vanessa Zahid,10210,grass fed beef thyroid natural desiccated thyroid ndt,1eqwkmhcf9qec,lifegivingstore
,Grass Fed Beef Thyroid - Natural Desiccated Thyroid Supplement - NDT,5,2021-07-17T00:09:09.000Z,Becky Davis,10210,grass fed beef thyroid natural desiccated thyroid ndt,1eqwkmhcf9qec,lifegivingstore
Seems to be working well,Wife is using this since she refuses to eat liver.  She says her skin is better and I would agree.  I definitely recommend,5,2021-07-16T20:21:07.000Z,Bryan Thomas,10252,grass fed beef liver capsules,1eqwkmhcf9qec,lifegivingstore
,Excellent product. I will buy again!,5,2021-07-15T01:23:55.000Z,mark ward,10142,vitamin c quali c by dsm,1eqwkmhcf9qec,lifegivingstore
Awesome 100% satisfied with this!!,I feel so much better using NDT from LifeGivingStore.  I was using Thyrovanz 100 mg and am using 3 scoops of Grass Fed Beef NDT and am so happy I found an alternative since COVID has caused shortages of Thyrovanz.  LGS product rocks!!,5,2021-07-15T01:23:29.000Z,Joanne J,10210,grass fed beef thyroid natural desiccated thyroid ndt,1eqwkmhcf9qec,lifegivingstore
Nothing But Thyroid,Great stuff! I would suggest getting the scale. It works well. I measure my NDT out each night to be taken the next morning. I pour it under my tongue and it takes about 15 minutes for it to dissolve. I take 180mg per day and after 35 days am just beginning my second package.,5,2021-07-15T00:42:58.000Z,Robert Covington,10210,grass fed beef thyroid natural desiccated thyroid ndt,1eqwkmhcf9qec,lifegivingstore
Worth a try,"1 x LGS7: Deep Red 670nm : Every other night, now for about 10 minutes total, I use this light on my knees and toes which have been healing too slowly. The inflammation seems less painful and most interesting, my knees have regrown some hairs in the very first month. There has been no visible redness or burning side effects so I see no harm in continuing.",4,2021-07-14T02:11:21.000Z,Candace Boulay,10115,deep red 670nm handheld device lgs7,1eqwkmhcf9qec,lifegivingstore
Beef Bull,Grass Fed Beef Bull testicles  excellent  product. It's  five star,5,2021-07-13T03:46:01.000Z,Fredrick Lewis,10230,grass fed beef bull testicle supplement,1eqwkmhcf9qec,lifegivingstore
Excellent,"Best customer service, fast shipping and exceptional product.  I  am waiting to see how it will effect my 'iron deficiency ' and future bloodwork but for now- Truly happy. Thank you!",5,2021-07-13T00:54:12.000Z,Patricia F.,10252,grass fed beef liver capsules,1eqwkmhcf9qec,lifegivingstore
This stuff works!,I have successfully switched from NP Thyroid to using this.,5,2021-07-12T18:27:18.000Z,Rick Trussell,10210,grass fed beef thyroid natural desiccated thyroid ndt,1eqwkmhcf9qec,lifegivingstore
Great stuff for men!,Great quality testicle that definitely helps with my manhood so to speak. I take it with the prostate capsules and even my wife notices that I am strong like a bull lol,5,2021-07-11T00:45:18.000Z,Ryan Bell,10230,Grass Fed Beef Bull Testicle Supplement - Orchidic,1eqwkmhcf9qec,lifegivingstore
Great light!,I got this mainly for arthritis in my hip and I think it's helping.  I also use it in other areas just to get the healing effects of the light.  Great company and fast shipping.  I choose this one because it seemed like the best overall light with some of all the different types of light.,5,2021-07-09T13:00:20.000Z,Elaine R.,10169,"LGS11: Orange, Red, &amp; Infrared 620nm - 670nm - 760nm - 830nm",1eqwkmhcf9qec,lifegivingstore
,Great Find!,5,2021-07-09T03:30:31.000Z,Brandy Porche,10210,grass fed beef thyroid natural desiccated thyroid ndt,1eqwkmhcf9qec,lifegivingstore
,"Really nice powdered pure Scotland Vitamin C, I'm not an expert but it seems this Product is stellar and spectacular!!! DON'T WANT CHINA C EVER!",5,2021-07-08T19:21:06.000Z,Douglas R Benz,10142,vitamin c quali c by dsm,1eqwkmhcf9qec,lifegivingstore
,Homemade Soap Blend 1,5,2021-07-04T13:43:10.000Z,Laura Duggan,10346,Homemade Soap Blend 1,1eqwkmhcf9qec,lifegivingstore
Lifegivingstore vs Ancestral Supplements,I honestly love both of these companies. I still order from both. And I cant tell a difference between them. The price of lifegivingstore beef testicles really let's me up my dose up when I'm trying to put on muscle. Thank you lifegivingstore. I'm a customer for life,5,2021-06-29T14:15:33.000Z,Ryan,10230,Grass Fed Beef Bull Testicle Supplement - Orchidic,1eqwkmhcf9qec,lifegivingstore
Finally!,This NDT is working to help me get back 0n track! Thank you!,5,2021-06-27T14:51:17.000Z,Loren McCraney,10210,Grass Fed Beef Thyroid - Natural Desiccated Thyroid Supplement - NDT,1eqwkmhcf9qec,lifegivingstore
LGS10,My lamp arrived slightly damaged (in transport i suppose) but working fine. It's a shame LifeGivingStore does not provide lab certified power density for their lamps as most places out there exaggerate the mw/cm2 due to wrong tools used to measure it (solar meters). If you don't know the exact power density it's likely you're not getting the optimum dose.,4,2021-06-26T21:51:01.000Z,Valerio Sokolovic,10179,LGS10: Infrared 830nm,1eqwkmhcf9qec,lifegivingstore
Finally! Help for toxic thyroid,"After I got my dosage figured out, I can say with all sincerity that this is the best product I've ever used. No uncomfortable shifting up and down   
I love this product and plan to reorder and try other products from this vendor soon.",5,2021-06-23T01:04:09.000Z,Carolyn Osteen ,10210,Grass Fed Beef Thyroid - Natural Desiccated Thyroid Supplement - NDT,1eqwkmhcf9qec,lifegivingstore
Raw dessiccated thyroid,It's raw dessiccated thyroid and it's perfect for me.,5,2021-06-18T06:42:33.000Z,Renate Hoornstra,10210,Grass Fed Beef Thyroid - Natural Desiccated Thyroid Supplement - NDT,1eqwkmhcf9qec,lifegivingstore
Grass Fed Beef Thyroid Natural Desiccated Thyroid Supplement,"Previously used Thyrogold, have been using this for about 3 weeks and feeling better, with more energy, and better able to focus with this product.  My only issue is they ship via USPS and it took 15 days to arrive after shipping from Tallahassee to my home near Macon GA.",5,2021-06-18T01:17:54.000Z,Carol M,10210,Grass Fed Beef Thyroid - Natural Desiccated Thyroid Supplement - NDT,1eqwkmhcf9qec,lifegivingstore
Love this so far !,"I waited until I was at the end of my second pack to review this product. My hair loss has stopped, leg swelling has been drastically reduced, hair quality is changing back to looking like my normal hair. By the end of next month's order, I will have been solely on this product for 2 months. I can hardly wait to have blood work done !",5,2021-06-16T16:05:08.000Z,Elaine Finn,10210,Grass Fed Beef Thyroid - Natural Desiccated Thyroid Supplement - NDT,1eqwkmhcf9qec,lifegivingstore
,Grass Fed Beef Thyroid - Natural Desiccated Thyroid Supplement - NDT,5,2021-06-13T02:32:50.000Z,Angela Gardner,10210,Grass Fed Beef Thyroid - Natural Desiccated Thyroid Supplement - NDT,1eqwkmhcf9qec,lifegivingstore
Results,Finished my Thyroid-Gold supply before starting your powder so have not had enough time to really know what is happening. Wait a few weeks and ask me again,5,2021-06-13T01:45:03.000Z,rose stokes,10210,Grass Fed Beef Thyroid - Natural Desiccated Thyroid Supplement - NDT,1eqwkmhcf9qec,lifegivingstore
cascara sagrada purchase,happy with the product. works well for me,5,2021-06-12T18:31:35.000Z,Kim Käppel,10123,Cascara Sagrada,1eqwkmhcf9qec,lifegivingstore
Too soon to tell,"Got the kidney capsules to. help with hives as they may be due to histamine sensitivity
 No change  as yet.",5,2021-06-12T08:59:50.000Z,Lila Berman,10248,Grass Fed Beef Kidney,1eqwkmhcf9qec,lifegivingstore
Thyroid supplement,"So far I really like this thyroid supplement.  I was previously using Thyrogold.  I was taking 1 300mg pill and 1/4 of a 150mg pill.  This dosage had my thyroid absolutely perfect and stable.  I reacted horribly to prescription natural thyroid so it is nice to know that bovine is an option.  I am currently taking 65mg according to my scale I measure the powder on.  This was about 2 scoops for me.  I did a test yesterday to see where I am with my numbers and will update if I am able to edit the review with my results.  I have been taking it for 2.5 weeks and I don't feel bad or different so if I am a little low, I am hoping I will catch it sooner than later.  I have nothing bad to say about the supplement.  

The support though from this company was why I gave my review 3 stars.  For me, I had questions since I was switching from a known source that worked well for me.  questions about conversion since I would need about 11 .15g scoops to get my current dose if the conversion was mg to mg.  That seemed high.  There was no phone number to call and having a phone contact would have been nice.  I emailed prior to purchasing and never got a response.  Several days later after purchasing out of necessity I emailed again frustrated and got a reply finally but no useful information.  Basically the answer was figure it out.  When I asked about the phone number I was told that they prefer email.  That's it. ..  So that experience was frustrating.  I was rather anxious to change supplements and would have loved to talk with someone if anything to put my mind at ease.  I purchased almost $300 worth because I didn't know how much I'd need so I guess I expected more support than that.  Other than this experience, so far I am happy with the product and will update with test results.  I am hoping my review and results of dosing will help others to have a smoother transition.  I also noticed that the email requesting this review had a phone number attached.  If this has been updated by lifegivingstore so that there is now a contact number, Thank you",3,2021-06-11T15:47:46.000Z,Anonymous,10210,Grass Fed Beef Thyroid - Natural Desiccated Thyroid Supplement - NDT,1eqwkmhcf9qec,lifegivingstore
Still not sure,"Looking like a pair of 1950's radio broadcast microphones this Twin Air Ionizer was purchased after reading a couple product reviews for best Negative Ionizers for 2021. Other than occasional hiss, licks and high pitched beeps that almost sound like fast morse code  I really can't say I notice anything in particular that it accomplishes. I wound up keeping it since their return policy was not very good with a high restocking fee. I assume this review will never make it to their webpage but that's how it looks from here.",3,2021-06-11T00:38:17.000Z,Todd G.,10236,negative ion generator naturair twin air pro,1eqwkmhcf9qec,lifegivingstore
Just threw out my old soaps and replaced them with this.,It’s so nice to finally find a soap made of high quality ingredients that I can use on my hands and my hair with excellent results.,5,2021-06-09T00:08:24.000Z,Alexandra Gatsis,10282,Shampoo &amp; Body Bar - Basic,1eqwkmhcf9qec,lifegivingstore
Fantastic!,It works better than any other NDT and I have tried them almost all. And I feel like it also supports adrenals (which felt suffering on othe NDTs).,5,2021-06-08T09:31:48.000Z,Veronika ,10210,Grass Fed Beef Thyroid - Natural Desiccated Thyroid Supplement - NDT,1eqwkmhcf9qec,lifegivingstore
,"i like it,i feel good i sleep good its working.",5,2021-06-07T00:16:04.000Z,HENRYK KOCHAJKIEWICZ,10219,negative ion generator naturair twin air titan,1eqwkmhcf9qec,lifegivingstore
One of the best collagens I’ve ever tried!,An exceptional product! I was using Vital Collagen since Costco started carrying it but I noticed I wasn’t digesting it very well. I bought this to compare and I’ll never go back! Thank you for making such a high quality product! My body can  tell the difference and now I crave this almost every day! My hair is shinier and my skin and nails are so healthy! Their customer service is exceptional too! Don’t hesitate to order anything from them! They answered all of my questions and were very knowledgeable. Thank you for making such high quality products and for having outstanding customer service in an age where sometimes it seems like it’s a lost art. Very grateful! I’m a customer for life ,5,2021-06-06T16:40:34.000Z,Janelle K,10213,collagen hydrolysate beef grass fed,1eqwkmhcf9qec,lifegivingstore
,Taurine USP Grade - Ajinomoto,5,2021-06-01T00:32:49.000Z,Mark Maehle,10144,ajinomoto taurine usp grade,1eqwkmhcf9qec,lifegivingstore
,Grass Fed Gallbladder & Ox Bile,5,2021-05-29T03:06:34.000Z,Gayle Stewart,16524,grass fed gallbladder ox bile,1eqwkmhcf9qec,lifegivingstore
Taurine supplement,"The product seems to be of high quality. I need longer term use of it to discern its effectiveness, but have noticed positive experiences of greater physical energy, and sleep enhancement. We'll see what continued use brings.",4,2021-05-29T00:32:28.000Z,Scott Leber,10144,ajinomoto taurine usp grade,1eqwkmhcf9qec,lifegivingstore
Seems legit!,Was using a brand that is unable to provide supplies so switched to this and my symptoms are finally improving again. Glad to have found Life Giving Store!,5,2021-05-28T13:27:53.000Z,Christy A.,10210,grass fed beef thyroid natural desiccated thyroid ndt,1eqwkmhcf9qec,lifegivingstore
