review_title,review_text,rating,review_date,reviewer_name,product_id,product_name,WSID,Store name
,HP Cartridges work as advertised.,5,2019-12-06T00:00:00.000Z,Brian M,4191,Compatible HP 564XL Magenta High Yield Ink Cartridge CB324WN,1gm0fkmh7pht1177,swiftink
,I absolutely appreciated discount you give me . .look forward to purchasing more ink from you in the future thank you for year pleasant customer service,5,2019-12-06T00:00:00.000Z,Karen D,3615,"Remanufactured Canon 131 Magenta Toner 6270B001AA, 1.4K Pages",1gm0fkmh7pht1178,swiftink
,Worked like a charm,5,2019-12-06T00:00:00.000Z,Jon R,3489,Replacement for Hewlett Packard 51626A (HP 26 Black) Ink Cartridge,1gm0fkmh7pht1179,swiftink
,Good,4,2019-12-06T00:00:00.000Z,Scott R,3493,Replacement for Hewlett Packard 51640A (HP 40 Black) Ink Cartridge,1gm0fkmh7pht1180,swiftink
,I have tried remanufactured ink cartridges from another company and they were awful. I decided to try Swiftink cartridges to cost savings. They work exactly as original cartridges. I am very happy with the results and will purchase again.,5,2019-12-05T00:00:00.000Z,No o,6593,Remanufactured Epson 702XL 4-Set Ink Cartridges: 1 each of Black / Cyan / Magenta / Yellow,1gm0fkmh7pht1181,swiftink
,So for so good. Everything I hoped it would be and a great price to boot.,5,2019-12-05T00:00:00.000Z,Edward A,6585,Remanufactured Epson 702 Ink High Yield Black (702XL) - T702XL120,1gm0fkmh7pht1182,swiftink
,"had to turn off printer before it accepted cartridge;
otherwise just fine.
no strange odor (as with other refill), clear printing
with vibrant colors.",5,2019-12-05T00:00:00.000Z,Russell S,5191,"Compatible Bulk Set of 4 Ink Cartridges for Brother LC203: 1 Each of Black, Cyan, Magenta, Yellow",1gm0fkmh7pht1183,swiftink
,"printer readily accepted the cartridge
and printed test page (when asked)
that was as good as original cartridge.",5,2019-12-05T00:00:00.000Z,Russell S,4057,Remanufactured Replacement Black Ink Cartridge for C8727AN / HP 27,1gm0fkmh7pht1184,swiftink
,excellent - and fast delivery!,5,2019-12-04T00:00:00.000Z,Barbara A,6266,"Remanufactured Bulk Set of 10 Ink Cartridges for Epson 252XL: 4 Black & 2 each of Cyan, Magenta, Yellow",1gm0fkmh7pht1185,swiftink
,"I received the ink cartridge quickly and it works perfectly! I will definitely keep buying my ink supplies from Swift Ink because of good price, good quality, quick shipping!",5,2019-12-04T00:00:00.000Z,Amy M,6035,Remanufactured Replacement for Epson T077120 (T078120) High Yield Black Ink Cartridge,1gm0fkmh7pht1186,swiftink
,"Always first class products. ..
When Epson had an update which rejected your cartridges you requested we return all unused items. .. quickly solved problem and sent new cartridges. .
Thanks again",5,2019-12-03T00:00:00.000Z,James C,6354,Remanufactured Epson T410XL020 410XL High Yield Black Ink Cartridge,1gm0fkmh7pht1187,swiftink
,"The cartridges look very nice. I do not need to install them yet. The ones in my printer are just about empty.  Will replace soon.
Thank you",5,2019-12-03T00:00:00.000Z,Eric J,6230,Remanufactured Epson 202XL 5-Set Ink Cartridges: 2 Black and 1 each of Cyan / Magenta / Yellow,1gm0fkmh7pht1188,swiftink
,Good people to work with. Good prices and good service.,5,2019-12-03T00:00:00.000Z,michael f,5479,Remanufactured Replacement 64XL High Yield Black Ink Cartridge for HP N9J92AN,1gm0fkmh7pht1189,swiftink
,Very satisfied with Swift Ink. One cartridge did not work. A quick phone call fixed the proble when another cartridge arrived swiftly.,5,2019-12-03T00:00:00.000Z,Dolores R,3969,Remanufactured Hewlett Packard C4909AN (HP 940XL Yellow) High Yield Ink Cartridge,1gm0fkmh7pht1190,swiftink
,"I have a little ink left, so I haven't  used my new ones yet. However, I would like to give a review when I do. Presently, I would like to thank you for making the ordering process easy and I appreciate the quick arrival of my products.  Thank you! I will recommend  you'll to others!",5,2019-12-02T00:00:00.000Z,Doris H,5485,Remanufactured Replacement N9K04AN Black Ink Cartridge for HP 65XL,1gm0fkmh7pht1191,swiftink
,"This cartridge had no issued when using in HP printer. Of course, once installed, HP will alert you that it is not a genuine HP product, but it works and at half the price.",5,2019-12-02T00:00:00.000Z,Peggy F,5153,Compatible Replacement High Yield Yellow Ink Cartridge for L0S67AN / HP 952XL,1gm0fkmh7pht1192,swiftink
,Great value,5,2019-12-02T00:00:00.000Z,Peggy F,5149,Compatible Replacement High Yield Cyan Ink Cartridge for L0S61AN / HP 952XL,1gm0fkmh7pht1193,swiftink
,Your cartridges are always good and dependable!,5,2019-12-02T00:00:00.000Z,Delos K,5029,Remanufactured HP 63XL 5-Set High Yield Ink Cartridges: 3 Black and 2 Color,1gm0fkmh7pht1194,swiftink
,Best price I found.  Working great!,5,2019-12-02T00:00:00.000Z,Calvin W,5023,Compatible Replacement 4-Set High Yield Ink Cartridges for HP 952XL: 1 each of Black / Cyan / Magenta / Yellow,1gm0fkmh7pht1195,swiftink
,"Hi,
Been very happy with your service and product .

Regards,

peterguckenheimer@yahoo. com",5,2019-12-02T00:00:00.000Z,Peter G,4277,Compatible Hewlett Packard (HP) CD975AN (HP 920XL High Yield Black) Ink Cartridge,1gm0fkmh7pht1196,swiftink
,Good value to price ratio.  Worked very similar to HP cartridges with no issues.,4,2019-12-02T00:00:00.000Z,Bryan C,5023,Compatible Replacement 4-Set High Yield Ink Cartridges for HP 952XL: 1 each of Black / Cyan / Magenta / Yellow,1gm0fkmh7pht1197,swiftink
,"Shipped on time and it looks like the cartridge is working fine.
This is our first time to use this service so I do not have a lot of history to share.",4,2019-12-02T00:00:00.000Z,Steve B,4907,Compatible HP 564XL Black (CN684WN) High Yield Ink Cartridge,1gm0fkmh7pht1198,swiftink
,Love this company and their products,5,2019-12-01T00:00:00.000Z,Brandon J,5023,Compatible Replacement 4-Set High Yield Ink Cartridges for HP 952XL: 1 each of Black / Cyan / Magenta / Yellow,1gm0fkmh7pht1199,swiftink
,Love this company and their products,5,2019-12-01T00:00:00.000Z,Brandon J,5019,Compatible Replacement High Yield Black Ink Cartridge for F6U19AN / HP 952XL,1gm0fkmh7pht1200,swiftink
,Great service,4,2019-12-01T00:00:00.000Z,KEN M,6821,Compatible Brother TN450 High Yield Black Laser Toner Cartridge,1gm0fkmh7pht1201,swiftink
,Always the best quality and value.,5,2019-11-30T00:00:00.000Z,Olin M,6280,Remanufactured Epson T273XL420 273XL High Yield Yellow Ink Cartridge,1gm0fkmh7pht1202,swiftink
,Great value and price.  I'm very pleased with these cartridges.,5,2019-11-30T00:00:00.000Z,Diane D,6033,Remanufactured High Yield 10-Set Ink Cartridges for Epson 68 and 69: 4 Black & 2 each of Cyan / Magenta / Yellow,1gm0fkmh7pht1203,swiftink
,Cartridges work great and last a good while.  Very pleased with the price and quality.,5,2019-11-30T00:00:00.000Z,Diane D,5027,Remanufactured HP 63XL (F6U64AN) High Yield Black Ink Cartridge,1gm0fkmh7pht1204,swiftink
,Seems like a good deal for the price.,5,2019-11-30T00:00:00.000Z,Bryce B,4455,"Compatible for HP CF217A (HP 17A) Black Toner Cartridge (1,600 Page Yield)",1gm0fkmh7pht1205,swiftink
,Working great and easy to install.,5,2019-11-30T00:00:00.000Z,Karmell T,4089,Remanufactured Replacement Set of 5 - 3 Black & 2 Color Ink Cartridges for HP 92 and HP 93,1gm0fkmh7pht1206,swiftink
,"Very pleased with the quality, value, and price of this ink cartridge.",5,2019-11-30T00:00:00.000Z,Diane D,4259,Remanufactured Replacement High Yield Black Ink Cartridge for CC641WN / HP 60XL,1gm0fkmh7pht1207,swiftink
,Works fine; no problems so far.,5,2019-11-29T00:00:00.000Z,Michael C,5617,Remanufactured Canon PG-245XL Black Ink Cartridge - 8278B001AA,1gm0fkmh7pht1208,swiftink
,Cartridge worked great! Great price.,5,2019-11-28T00:00:00.000Z,Clifford T,6302,Remanufactured Epson 288XL (T288XL220) High Yield Cyan Ink Cartridge,1gm0fkmh7pht1209,swiftink
,"Worked great, just like advertised!",5,2019-11-28T00:00:00.000Z,Jason W,5407,Compatible Black Laser Toner Cartridge to Replace Samsung MLT-D101S,1gm0fkmh7pht1210,swiftink
,"Ink prints great! Price was very good! Will definitely order again, but it will be awhile before I need to reorder.",5,2019-11-28T00:00:00.000Z,Lawrence H,4659,Remanufactured Hewlett Packard (HP) HP 61XL 5-Set High Yield Ink Cartridges: 3 Black and 2 Color,1gm0fkmh7pht1211,swiftink
,VEry Very Good quality and great support!!,5,2019-11-27T00:00:00.000Z,Thomas B,5019,Compatible Replacement High Yield Black Ink Cartridge for F6U19AN / HP 952XL,1gm0fkmh7pht1212,swiftink
,GREAT SERVICE!GREAT CUSTOMER SERVICE!,5,2019-11-27T00:00:00.000Z,June L,3889,Remanufactured Replacement Set of 5 - 3 Black & 2 Color Ink Cartridges for HP 62XL,1gm0fkmh7pht1213,swiftink
,You have  the best offers then any other  ink stores,5,2019-11-26T00:00:00.000Z,Yvette M,6302,Remanufactured Epson 288XL (T288XL220) High Yield Cyan Ink Cartridge,1gm0fkmh7pht1214,swiftink
,"Initial review after just installing one cartridge, so far so good. Epson XP-7100 did not even give me the “non-genuine” message for this cartridge.",4,2019-11-26T00:00:00.000Z,Will P,6364,Remanufactured Epson 410XL 5-Set Ink Cartridges: 1 each of Black / Photo Black / Cyan / Magenta / Yellow,1gm0fkmh7pht1215,swiftink
,"Works great, quick delivery. I’m a fan.",5,2019-11-25T00:00:00.000Z,Roy L,6312,Remanufactured Epson 302XL High Yield Photo Black Ink Cartridge,1gm0fkmh7pht1216,swiftink
,Very helpful solving my problem.,5,2019-11-25T00:00:00.000Z,Robert M,3493,Replacement for Hewlett Packard 51640A (HP 40 Black) Ink Cartridge,1gm0fkmh7pht1217,swiftink
,Worked well shipped fast,5,2019-11-24T00:00:00.000Z,Chris,6857,Compatible Brother TN760 High Yield Black Toner Cartridge (3000 Page Yield),1gm0fkmh7pht1218,swiftink
,"I am completely satisfied with the black ink cartridge.  The price is very good compared to the name brands.  Hopefully,  this cartridge will be available for a long time so I can keep buying this.

Thank you,  Larry",5,2019-11-24T00:00:00.000Z,larry k,6089,Compatible Replacement for Dell T091N / Series 22 High Yield Black Ink Cartridge for the P513/V313 Printers,1gm0fkmh7pht1219,swiftink
,"These BROTHER compatible ink cartridges are working very well. Thanks for the speedy shipment.
S. Schmidt, PA",5,2019-11-24T00:00:00.000Z,Sonke S,5231,Compatible Brother LC3013 / LC3011 High-Yield 5-Set Ink Cartridges: 2 Black and 1 each of Cyan / Magenta / Yellow,1gm0fkmh7pht1220,swiftink
,Always a good product at a good price.,5,2019-11-24T00:00:00.000Z,Shari S,5029,Remanufactured HP 63XL 5-Set High Yield Ink Cartridges: 3 Black and 2 Color,1gm0fkmh7pht1221,swiftink
,"I AM TRULY VERY PLEASE WITH MY CARTRIDGES.  THIS IS THE SECOND ORDER I HAVE MADE THUS FAR. A WILL CONTINUE TO DO SO IN THE FUTURE;

A VERY SATISFIED CUSTOMER.

CHARLES SR.",5,2019-11-23T00:00:00.000Z,CHARLES C,5025,Remanufactured HP 63XL (F6U63AN) High Yield Color Ink Cartridge,1gm0fkmh7pht1222,swiftink
,Mailing was fast and the ink was of good quality.,5,2019-11-22T00:00:00.000Z,Davey J,6378,"Compatible Set of 5 Ink Bottles for Epson T512: 1 Each of Black, Photo Black, Cyan, Magenta & Yellow",1gm0fkmh7pht1223,swiftink
,Works great and saved me almost 1/2 the money.  Thank you!,5,2019-11-22T00:00:00.000Z,Mary C,4875,Remanufactured Bulk Set of 4 Ink Cartridges for HP 950XL and 951XL Series: 1 each of Black / Cyan / Magenta / Yellow,1gm0fkmh7pht1224,swiftink
,It worked perfectly in my printer. Thanks you!,5,2019-11-22T00:00:00.000Z,Timothy G,4871,Remanufactured High Yield Black Pigment-Based Ink Cartridge for CN045AN / HP 950XL,1gm0fkmh7pht1225,swiftink
,Couldn’t be happier with both product and price!,5,2019-11-21T00:00:00.000Z,Julie S,4279,Compatible Hewlett Packard (HP) HP 920XL 8-Set High Yield Ink Cartridges: 2 each of Black / Cyan / Magenta / Yellow,1gm0fkmh7pht1226,swiftink
,So far so good.,4,2019-11-21T00:00:00.000Z,John W,6168,Remanufactured Replacement for Epson T127120 (T1271) Extra High Capacity Black Ink Cartridge,1gm0fkmh7pht1227,swiftink
,So far so good.,5,2019-11-20T00:00:00.000Z,Jeff K,5023,Compatible Replacement 4-Set High Yield Ink Cartridges for HP 952XL: 1 each of Black / Cyan / Magenta / Yellow,1gm0fkmh7pht1228,swiftink
,So far so good. I would have given it 5 stars but the ink level is decreasing rather quickly in comparison to how many copies I have made thus far.,4,2019-11-20T00:00:00.000Z,Kimberly S,5151,Compatible Replacement High Yield Magenta Ink Cartridge for L0S64AN / HP 952XL,1gm0fkmh7pht1229,swiftink
,The Laser Imaging Unit I ordered was shipped promptly and my printer is providing the quality It did when it was new.,5,2019-11-19T00:00:00.000Z,James S,4845,Compatible Samsung CLT-R406 Laser Imaging Unit,1gm0fkmh7pht1230,swiftink
,The Ink Cartridges I purchased from SwiftInk are great! No problems so far and what a savings!,5,2019-11-19T00:00:00.000Z,Beverly H,4661,Remanufactured Hewlett Packard CH564WN / HP 61XL High Yield Color Ink Cartridge,1gm0fkmh7pht1231,swiftink
,Works like an original ink cartridge.  No problems,5,2019-11-19T00:00:00.000Z,Robert m,2531,Compatible Canon 0319C001 (PGI-270XL) Black Ink Cartridge,1gm0fkmh7pht1232,swiftink
,Good product and fast delivery with competitive price.,5,2019-11-18T00:00:00.000Z,Eskinder A,6859,Compatible Brother TN760 High Yield Black Toner Cartridges - Set of 5,1gm0fkmh7pht1233,swiftink
,"These  288XL cartridges worked perfectly on my XP-430 printer.  Thank you, thank you!",5,2019-11-18T00:00:00.000Z,Don R,6308,Remanufactured Epson 288XL 10-Set Ink Cartridges: 4 Black & 2 each of Cyan / Magenta / Yellow,1gm0fkmh7pht1234,swiftink
,It works as expected.  Clean printing and displays ink level.,5,2019-11-18T00:00:00.000Z,Mark S,5611,Remanufactured Canon PG-210XL High Yield Black Ink Cartridge,1gm0fkmh7pht1235,swiftink
,I actually purchased all four color and black cartridges for my V525W printer. The cartridges installed easily and the color produced was very good. I also liked the quick response and delivery from SwiftInk.,5,2019-11-18T00:00:00.000Z,Arthur F,3237,Compatible Replacement for Dell Series 33 Extra High-Yield Cyan Ink Cartridge for the V525w & V725w Printers,1gm0fkmh7pht1236,swiftink
,Great product and excellent pricing compared to OEM 🤓,5,2019-11-17T00:00:00.000Z,Thomas B,6879,"Compatible HP W2023A (HP 414A) Magenta Toner Cartridge (2,100 Page Yield)",1gm0fkmh7pht1237,swiftink
,"The ink came fast, they work great. They got my printer back in action on the first try. Some other inks have had trouble matching up with the printer. Thanks a job well done.",5,2019-11-17T00:00:00.000Z,mary l,6254,Remanufactured Epson 220XL 10-Set Ink Cartridges: 4 Black & 2 each of Cyan / Magenta / Yellow,1gm0fkmh7pht1238,swiftink
,I believe so far so good! Printed out 3 pages today. Looks great!,5,2019-11-17T00:00:00.000Z,Karen W,6240,Remanufactured Epson 212XL 5-Set Ink Cartridges: 2 Black and 1 each of Cyan / Magenta / Yellow,1gm0fkmh7pht1239,swiftink
,"I have been buying these canon cartridges for my mx922  over the last year.   I use the printer to prepare lesson plans, homework and tests for my college classes that I teach. Never had a problem with the color or black inks.   Delivery is as promised every time.  Can not be happier.",5,2019-11-17T00:00:00.000Z,Kevin C,3627,Compatible Canon 6432B001 (PGI-250XL) High Yield Pigment Black Ink Cartridge,1gm0fkmh7pht1240,swiftink
,"Works perfectly on my canon mf4370dn printer.  Never a problem.  Each cartridge produces over 2000 pages.  Use the printer to generate reports,  blue print copies, spreadsheets, etc. for classes that I teach.",5,2019-11-17T00:00:00.000Z,Kevin C,2521,"Compatible Canon 104 Black Toner 0263B001AA - 2,000 Pages",1gm0fkmh7pht1241,swiftink
,"So far so good, but have no idea yet if there is the amount of ink in the cartridge that was promised.  Will only know that if it runs out quickly.",4,2019-11-17T00:00:00.000Z,Richard O,4669,Remanufactured Canon CL-246XL Color Ink Cartridge - 8280B001AA,1gm0fkmh7pht1242,swiftink
,"Received this week . .. and so far, so good! Brother printer recognizes the toner cartridge, so no warnings, etc. Very happy.",5,2019-11-16T00:00:00.000Z,Terri L,6801,Compatible Set of 4 Brother TN436 Toners: Super High Yield Black / Cyan / Magenta / Yellow,1gm0fkmh7pht1243,swiftink
,"Never had a problem with Swift Ink remanufactured Epson cartridges. Unlike other cartridges I have used, they install the first time every time.",5,2019-11-16T00:00:00.000Z,Terry C,6356,Remanufactured Epson T410XL120 410XL High Yield Photo Black Ink Cartridge,1gm0fkmh7pht1244,swiftink
,Worked perfectly fine would recommend their products to everyone,5,2019-11-16T00:00:00.000Z,Matthew T,5027,Remanufactured HP 63XL (F6U64AN) High Yield Black Ink Cartridge,1gm0fkmh7pht1245,swiftink
,Really like the quality of Swiftink lasts just as long as the HPxl ones,5,2019-11-16T00:00:00.000Z,kris E,3889,Remanufactured Replacement Set of 5 - 3 Black & 2 Color Ink Cartridges for HP 62XL,1gm0fkmh7pht1246,swiftink
,I have not tried them yet - so I hope they are A ok!!,5,2019-11-15T00:00:00.000Z,natalie r,6270,"Remanufactured Bulk Set of 10 Ink Cartridges for Epson: 4 254XL Black & 2 each of 252XL Cyan, Magenta, Yellow",1gm0fkmh7pht1247,swiftink
,Great,5,2019-11-15T00:00:00.000Z,Curtis H,5629,"Compatible Canon PGI-220 & CLI-221 Set of 12 Ink Cartridges: 4 Pigment Black PGI-220, 2 each of CLI221 B/C/M/Y",1gm0fkmh7pht1248,swiftink
,quick and perfect. .. thank you,5,2019-11-15T00:00:00.000Z,Cynthia S,5023,Compatible Replacement 4-Set High Yield Ink Cartridges for HP 952XL: 1 each of Black / Cyan / Magenta / Yellow,1gm0fkmh7pht1249,swiftink
,"Great product at great price, delivered quickly.",5,2019-11-15T00:00:00.000Z,Elizabeth M,4463,"Compatible Replacement for HP CF226X (HP 26X) High Yield Black Toner Cartridge (9,000 Page Yield)",1gm0fkmh7pht1250,swiftink
,Love them!,5,2019-11-15T00:00:00.000Z,Heather,4259,Remanufactured Replacement High Yield Black Ink Cartridge for CC641WN / HP 60XL,1gm0fkmh7pht1251,swiftink
,These ink cartridges seem to work as well as the much more expensive hp cartridges . Happy to save money and still get great quality of ink,5,2019-11-15T00:00:00.000Z,Pete M,3889,Remanufactured Replacement Set of 5 - 3 Black & 2 Color Ink Cartridges for HP 62XL,1gm0fkmh7pht1252,swiftink
,I have ordered once before and never had any trouble.  Very fast service.  This time I order one day and received it within 2 days.  I just love this company.  So glad that we found them.  Thank you. .. .,5,2019-11-15T00:00:00.000Z,Teresa V,2653,Compatible Xerox Phaser 6130 Black Toner Cartridge,1gm0fkmh7pht1253,swiftink
,"Black ink is very good, haven’t used the color ink yet",4,2019-11-15T00:00:00.000Z,Ralph,6240,Remanufactured Epson 212XL 5-Set Ink Cartridges: 2 Black and 1 each of Cyan / Magenta / Yellow,1gm0fkmh7pht1254,swiftink
,"Good folks, good products and great prices!",5,2019-11-14T00:00:00.000Z,Savanna S,6362,Remanufactured Epson T410XL420 410XL High Yield Yellow Ink Cartridge,1gm0fkmh7pht1255,swiftink
,Good product,5,2019-11-14T00:00:00.000Z,Michael M,6557,Remanufactured Replacement for Epson T676XL 5-Set Ink Cartridges: 2 Black & 1 each of Cyan / Magenta / Yellow,1gm0fkmh7pht1256,swiftink
,I have only used the black this far! But so far very satisfied!,5,2019-11-14T00:00:00.000Z,Shane H,6230,Remanufactured Epson 202XL 5-Set Ink Cartridges: 2 Black and 1 each of Cyan / Magenta / Yellow,1gm0fkmh7pht1257,swiftink
,So far no issues and this is my second large order,5,2019-11-14T00:00:00.000Z,marie m,6218,Remanufactured Epson 200XL High Yield Yellow Ink Cartridge,1gm0fkmh7pht1258,swiftink
,Good product,5,2019-11-14T00:00:00.000Z,Michael M,5479,Remanufactured Replacement 64XL High Yield Black Ink Cartridge for HP N9J92AN,1gm0fkmh7pht1259,swiftink
,Very pleased,5,2019-11-13T00:00:00.000Z,Wade M,5027,Remanufactured HP 63XL (F6U64AN) High Yield Black Ink Cartridge,1gm0fkmh7pht1260,swiftink
,Very nice and great prices too. ..,5,2019-11-13T00:00:00.000Z,Karmel A,4877,Remanufactured High Yield Cyan Ink Cartridge for CN046AN / HP 951XL,1gm0fkmh7pht1261,swiftink
,"It works, that's a good thing.",5,2019-11-13T00:00:00.000Z,John O,4263,Remanufactured Replacement High Yield Tri-Color Ink Cartridge for CC644WN / HP 60XL,1gm0fkmh7pht1262,swiftink
,"All good so far, without issues. Thanks!!!",5,2019-11-12T00:00:00.000Z,Ares L,6737,Compatible Brother TN-221BK Black Laser Toner Cartridge,1gm0fkmh7pht1263,swiftink
,I use the ink in a H/p & Dell Printers. Always worked fine unlike some other cartridges from other companies. Shipping is fastg & the order was always correct. You can't go wrong with Swiftink!!!,5,2019-11-12T00:00:00.000Z,Ronald K,6045,Remanufactured Replacement for Epson T077620 (T078620) High Yield Light Magenta Ink Cartridge,1gm0fkmh7pht1264,swiftink
,Great with wonderful service.,5,2019-11-12T00:00:00.000Z,deanna a,5021,Compatible Replacement 10-Set High Yield Ink Cartridges for HP 952XL: 4 Black & 2 each of Cyan / Magenta / Yellow,1gm0fkmh7pht1265,swiftink
,Always reliable and very good quality.,5,2019-11-12T00:00:00.000Z,Maryellen K,4661,Remanufactured Hewlett Packard CH564WN / HP 61XL High Yield Color Ink Cartridge,1gm0fkmh7pht1266,swiftink
,Quite pleased. I recently needed a same day replacement and ran over to a major retailer to pick up a HP black cartridge. I assumed it would last longer/be better than the Swift Ink remanufactured cartridges I’ve ordered for years. Turns out that my HP Deskjet stopped recognizing it after printing some 30 pages 8x10” sheets (normal print quality). After that my DeskJet kept telling me it was counterfeit and wouldn’t let me print! Making sure I don’t run out of SwiftInk from now on.,5,2019-11-12T00:00:00.000Z,Maryellen K,4657,Remanufactured Hewlett Packard CH563WN / HP 61XL High Yield Black Ink Cartridge,1gm0fkmh7pht1267,swiftink
,"work great ,good quality color and price",5,2019-11-12T00:00:00.000Z,Don R,3043,Compatible Canon 281XXL (1980C001) Cyan Super High Yield Ink Cartridge,1gm0fkmh7pht1268,swiftink
,"Worked like a charm. Very much compatible, without issues. Thanks!!!",5,2019-11-12T00:00:00.000Z,Ares L,2725,Compatible 106R02307 High Capacity Xerox Phaser 3320 Black Laser Toner Cartridge,1gm0fkmh7pht1269,swiftink
,Worked like original Xerox toner. Good value and quality. Thanks!!!,5,2019-11-12T00:00:00.000Z,Ares L,2767,"Compatible Xerox Phaser 6510, WorkCentre 6515 Black High Yield Toner (106R03480)",1gm0fkmh7pht1270,swiftink
,Just started using but so far so good.,4,2019-11-12T00:00:00.000Z,Richard L,6230,Remanufactured Epson 202XL 5-Set Ink Cartridges: 2 Black and 1 each of Cyan / Magenta / Yellow,1gm0fkmh7pht1271,swiftink
,"They worked very well, thank you.",4,2019-11-12T00:00:00.000Z,Neal V,5023,Compatible Replacement 4-Set High Yield Ink Cartridges for HP 952XL: 1 each of Black / Cyan / Magenta / Yellow,1gm0fkmh7pht1272,swiftink
,I just started using it and so far so good. I will let you know if that changes.,4,2019-11-12T00:00:00.000Z,Wayne,4199,remanufactured hp tri color ink cartridge for cb337wn hp 75,1gm0fkmh7pht1273,swiftink
,I ORDERED THIS ON A SPARE . BUT I HAVED YOUR PRODUCTS FOR SEVERAL YEARS AND FIND THEM TO BE THEM OF VERY HIGH QUALITY. AND THANK YOU FOR THE FAST SERVICE   DALE,5,2019-11-11T00:00:00.000Z,DALE B,6821,Compatible Brother TN450 High Yield Black Laser Toner Cartridge,1gm0fkmh7pht1274,swiftink
,New cartridges quickly installed & printer happy (even though it complains that the cartridges are not EPSON - Continuing on ignoring the message & all is OK.,5,2019-11-11T00:00:00.000Z,Paul G,6276,Remanufactured Epson T273XL220 273XL High Yield Cyan Ink Cartridge,1gm0fkmh7pht1275,swiftink
,The Ink for my 7720 Office Jet Pro was perfect.  The printer will say that it is not official HP ink but the price and quality of this ink makes up for HP's over priced ink,5,2019-11-11T00:00:00.000Z,Dave N,5023,Compatible Replacement 4-Set High Yield Ink Cartridges for HP 952XL: 1 each of Black / Cyan / Magenta / Yellow,1gm0fkmh7pht1276,swiftink
,"I must admit I was a little hesitant at first to purchase this remanufactued Canon Ink, but I’m glad I did,  you can’t even know the difference . And better yet I save money! I’m completely hooked. Thank you Swiftink!",5,2019-11-11T00:00:00.000Z,Yvette P,4667,Remanufactued Canon CL-241XL (5208B001) High Yield Color Ink Cartridge,1gm0fkmh7pht1277,swiftink
,They are excellent in our HP and Brothers printers.  I will definitely order again.,5,2019-11-11T00:00:00.000Z,Helen,4661,Remanufactured Hewlett Packard CH564WN / HP 61XL High Yield Color Ink Cartridge,1gm0fkmh7pht1278,swiftink
,"Very good product 
Quick delivery for $8.00",5,2019-11-11T00:00:00.000Z,Benjamin B,4483,"Compatible HP CF258A (HP 58A) Black Toner Cartridge (3,000 Page Yield) (With Chip)",1gm0fkmh7pht1279,swiftink
,I only buy my ink cartridges from Swiftink.  I find them to be every bit as good as the leading name brand cartridges.  There's no reason why I should spend more money.  The deals are good and I don't feel like I have to be stingy with my ink because it doesn't cost a fortune for the cartridges.,5,2019-11-11T00:00:00.000Z,Terri E,4193,Compatible HP 564XL Yellow High Yield Ink Cartridge CB325WN,1gm0fkmh7pht1280,swiftink
,"Ther price was excellent and they fit perfectly.  
  Took a little time getting here, but it was worth the wait.",5,2019-11-10T00:00:00.000Z,Steven M,5487,Remanufactured Hewlett Packard (HP) HP 65XL 5-Set High Yield Ink Cartridges: 3 Black and 2 Color,1gm0fkmh7pht1281,swiftink
,Always wonderful service and terrific product,5,2019-11-10T00:00:00.000Z,Linda S,5193,Compatible Brother LC203 10-Set High-Yield Ink Cartridges: 4 Black & 2 each of Cyan / Magenta / Yellow,1gm0fkmh7pht1282,swiftink
,"my first order from Swiftink ,fast shipping and quality cartridges. Thanks",5,2019-11-10T00:00:00.000Z,Robert P,5029,Remanufactured HP 63XL 5-Set High Yield Ink Cartridges: 3 Black and 2 Color,1gm0fkmh7pht1283,swiftink
,My  experience  with the cartridge has been it works as well as the HP cartridge at a far lower cost,5,2019-11-10T00:00:00.000Z,PETER D,5019,Compatible Replacement High Yield Black Ink Cartridge for F6U19AN / HP 952XL,1gm0fkmh7pht1284,swiftink
,Perfect all over!,5,2019-11-10T00:00:00.000Z,donald v,4259,Remanufactured Replacement High Yield Black Ink Cartridge for CC641WN / HP 60XL,1gm0fkmh7pht1285,swiftink
,They work great!!,5,2019-11-10T00:00:00.000Z,Deborah R,3889,Remanufactured Replacement Set of 5 - 3 Black & 2 Color Ink Cartridges for HP 62XL,1gm0fkmh7pht1286,swiftink
,I was impressed to know I can now use the XL,5,2019-11-09T00:00:00.000Z,Carla Q,4661,Remanufactured Hewlett Packard CH564WN / HP 61XL High Yield Color Ink Cartridge,1gm0fkmh7pht1287,swiftink
,Works great,5,2019-11-09T00:00:00.000Z,Diana D,4269,Remanufactured High Yield Color Ink Cartridge for HP 901XL / CC656AN,1gm0fkmh7pht1288,swiftink
,I was happy it worked.  Other remanufactured ones didn’t,5,2019-11-08T00:00:00.000Z,Renee S,6356,Remanufactured Epson T410XL120 410XL High Yield Photo Black Ink Cartridge,1gm0fkmh7pht1289,swiftink
,Excellent printer cartridges. Great customer service. Generous return policy. Saving money. Thank you.,5,2019-11-08T00:00:00.000Z,Dennis M,6031,Remanufactured High Yield Yellow Ink Cartridge for Epson 68 and 69 (T069420),1gm0fkmh7pht1290,swiftink
,Works perfectly. Thank you again. Mark was much help.,5,2019-11-08T00:00:00.000Z,Gary E,4021,HP 56 (HP C6656AN) Black Remanufactured Ink Cartridge,1gm0fkmh7pht1291,swiftink
,Great product!,5,2019-11-08T00:00:00.000Z,Irving R,3031,Compatible Canon 280XXL (1967C001) Black Super High Yield Ink Cartridge,1gm0fkmh7pht1292,swiftink
